0,78.767574795
1,84.47936133
2,90.219947545
3,95.77063587
4,101.06572703500001
5,106.284769045
6,111.716208695
7,117.558943775
8,123.82107419500001
9,130.357701565
10,137.012227625
11,143.733352945
12,150.53142741
13,157.29260228500002
14,163.649231655
15,169.077071345
16,173.1760758
17,175.86884588
18,177.33852955
19,177.813274275
20,177.408278775
21,176.12084308000001
22,173.887517895
23,170.615154255
24,166.22905299
25,160.85881266
26,155.04937721000002
27,149.61883755
28,145.11978754
29,141.42262862
30,137.87126808
31,133.83841289
32,129.15216496
33,124.05777156500001
34,118.862129295
35,113.662887065
36,108.37679580000001
37,102.93635625
38,97.41311762000001
39,91.944328385
40,86.555188265
41,81.11339873
42,75.484411275
43,69.68442572000001
44,63.843040625
45,58.043505065000005
46,52.225069715000004
47,46.24508616
48,40.03065521
49,33.62812635
50,27.07709914
51,20.254724945
52,12.8788569
53,4.689397895
54,-4.33975178
55,-13.90934545
56,-23.45823935
57,-32.324490835
58,-39.991505645000004
59,-46.361634865
60,-51.804324390000005
61,-56.87216808
62,-61.971961415
63,-67.27245252
64,-72.79929111
65,-78.53582737
66,-84.440211765
67,-90.40399550000001
68,-96.262480405
69,-101.91756757
70,-107.43990621
71,-113.01984421
72,-118.83737957000001
73,-124.956861575
74,-131.29729112500002
75,-137.716019805
76,-144.14419838
77,-150.61062653000002
78,-157.07795467
79,-163.257736005
80,-168.64372616
81,-172.77963020500002
82,-175.51064986
83,-176.983483495
84,-177.44112841
85,-177.037482895
86,-175.79324672
87,-173.6530705
88,-170.54045508500002
89,-166.421200855
90,-161.455056035
91,-156.137015125
92,-151.15242051
93,-146.92651746500002
94,-143.30360772
95,-139.695097815
96,-135.54209396000002
97,-130.668198115
98,-125.27140808
99,-119.660420425
100,-114.021083085
101,-108.38894566500001
102,-102.75455827
103,-97.145370595
104,-91.593332285
105,-86.036794025
106,-80.31330762
107,-74.310824315
108,-68.10404328
109,-61.881962415000004
110,-55.73908067
111,-49.568299235000005
112,-43.18962011
113,-36.58099354
114,-29.94176731
115,-23.467689245000003
116,-17.057060475
117,-10.289135675
118,-2.720219775
119,5.775685825
120,14.90113443
121,24.067082585
122,32.61383762
123,40.06215486
124,46.34138509
125,51.7854246
126,56.846068370000005
127,61.836512920000004
128,66.91335651
129,72.169748105
130,77.663287065
131,83.36292373500001
132,89.10890989
133,94.691097865
134,100.03208852
135,105.27453027
136,110.66817034
137,116.39840667
138,122.50933877
139,128.92536748
140,135.53219407
141,142.2614193
142,149.085593475
143,155.89266784
144,162.36539592
145,168.02003309
146,172.429534095
147,175.44090063500002
148,177.18013131
149,177.86997364500002
150,177.654876035
151,176.56093819
152,174.545410585
153,171.533144055
154,167.44403949
155,162.33074630500002
156,156.59691001500002
157,150.990872305
158,146.185825695
159,142.288419
